"","habitat"
"7372","sea"
"7373","sea"
"7374","sea"
"7375","land"
"7376","land"
"7377","land"
"7378","land"
"7379","sea"
"7380","sea"
"7381","land"
"7382","sea"
"7383","sea"
"7384","sea"
"7385","sea"
"7386","land"
"7387","land"
"7388","land"
"7389","land"
"7390","land"
"7391","land"
"7392","land"
"7393","land"
"7394","land"
"7395","land"
"7396","land"
"7397","land"
"7398","land"
"7399","land"
"7400","land"
"7401","land"
"7402","land"
"7403","land"
"7404","land"
"7405","sea"
"7406","sea"
"7407","sea"
"7408","sea"
"7409","sea"
"7410","sea"
"7411","land"
"7412","land"
"7413","land"
"7414","sea"
"7415","sea"
"7416","sea"
"7417","sea"
"7418","sea"
"7419","sea"
"7420","sea"
"7421","sea"
"7422","sea"
"7423","sea"
"7424","sea"
"7425","sea"
"7426","sea"
"7427","sea"
"7428","sea"
"7429","sea"
"7430","sea"
"7431","land"
"7432","land"
"7433","land"
"7434","land"
"7435","land"
"7436","land"
"7437","land"
"7438","land"
"7439","land"
"7440","land"
"7441","land"
"7442","land"
"7443","land"
"7444","land"
"7445","land"
"7446","land"
"7447","land"
"7448","land"
"7449","land"
"7450","land"
"7451","land"
"7452","land"
"7453","land"
"7454","land"
"7455","land"
"7456","land"
"7457","sea"
"7458","sea"
"7459","sea"
"7460","sea"
"7461","sea"
"7462","sea"
"7463","sea"
"7464","sea"
"7465","sea"
"7466","sea"
"7467","sea"
"7468","sea"
"7469","sea"
"7470","land"
"7471","sea"
"7472","sea"
"7473","sea"
"7474","sea"
"7475","sea"
"7476","sea"
"7477","land"
"7478","land"
"7479","land"
"7480","land"
"7481","land"
"7482","land"
"7483","sea"
"7484","sea"
"7485","sea"
"7486","sea"
"7487","sea"
"7488","sea"
"7489","sea"
"7490","sea"
"7491","land"
"7492","land"
"7493","land"
"7494","land"
"7495","land"
"7496","land"
"7497","land"
"7498","land"
"7499","land"
"7500","sea"
"7501","sea"
"7502","sea"
"7503","sea"
"7504","sea"
"7505","sea"
"7506","sea"
"7507","sea"
"7508","sea"
"7509","sea"
"7510","sea"
"7511","sea"
"7512","sea"
"7513","sea"
"7514","sea"
"7515","sea"
"7516","sea"
"7517","sea"
"7518","sea"
"7519","sea"
"7520","sea"
"7521","sea"
"7522","sea"
"7523","sea"
"7524","sea"
"7525","sea"
"7526","sea"
"7527","sea"
"7528","sea"
"7529","sea"
"7530","sea"
"7531","sea"
"7532","sea"
"7533","sea"
"7534","sea"
"7535","sea"
"7536","sea"
"7537","land"
"7538","sea"
"7539","sea"
"7540","sea"
"7541","sea"
"7542","sea"
"7543","sea"
"7544","sea"
"7545","sea"
"7546","sea"
"7547","sea"
"7548","sea"
"7549","sea"
"7550","sea"
"7551","sea"
"7552","sea"
"7553","sea"
"7554","sea"
"7555","sea"
"7556","sea"
"7557","sea"
"7558","land"
"7559","land"
"7560","land"
"7561","land"
"7562","land"
"7563","land"
"7564","sea"
"7565","sea"
"7566","sea"
"7567","sea"
"7568","sea"
"7569","sea"
"7570","sea"
"7571","sea"
"7572","sea"
"7573","sea"
"7574","sea"
"7575","sea"
"7576","sea"
"7577","sea"
"7578","sea"
"7579","sea"
"7580","sea"
"7581","sea"
"7582","sea"
"7583","sea"
"7584","sea"
"7585","sea"
"7586","sea"
"7587","sea"
"7588","sea"
"7589","sea"
"7590","sea"
"7591","sea"
"7592","sea"
"7593","sea"
"7594","sea"
"7595","sea"
"7596","sea"
"7597","sea"
"7598","sea"
"7599","sea"
"7600","sea"
"7601","sea"
"7602","sea"
"7603","sea"
"7604","sea"
"7605","sea"
"7606","sea"
"7607","sea"
"7608","sea"
"7609","sea"
"7610","sea"
"7611","sea"
"7612","sea"
"7613","sea"
"7614","sea"
"7615","sea"
"7616","sea"
"7617","sea"
"7618","land"
"7619","sea"
"7620","land"
"7621","sea"
"7622","sea"
"7623","sea"
"7624","sea"
"7625","sea"
"7626","sea"
"7627","land"
"7628","sea"
"7629","land"
"7630","land"
"7631","land"
"7632","land"
"7633","sea"
"7634","sea"
"7635","sea"
"7636","sea"
"7637","sea"
"7638","sea"
"7639","sea"
"7640","sea"
"7641","sea"
"7642","sea"
"7643","sea"
"7644","sea"
"7645","sea"
"7646","sea"
"7647","sea"
"7648","sea"
"7649","sea"
"7650","sea"
"7651","sea"
"7652","sea"
"7653","sea"
"7654","sea"
"7655","sea"
"7656","sea"
"7657","sea"
"7658","sea"
"7659","sea"
"7660","sea"
"7661","sea"
"7662","sea"
"7663","sea"
"7664","sea"
"7665","sea"
"7666","sea"
"7667","sea"
"7668","sea"
"7669","sea"
"7670","sea"
"7671","sea"
"7672","sea"
"7673","sea"
"7674","sea"
"7675","sea"
"7676","sea"
"7677","sea"
"7678","sea"
"7679","sea"
"7680","sea"
"7681","sea"
"7682","sea"
"7683","land"
"7684","land"
"7685","sea"
"7686","sea"
"7687","sea"
"7688","sea"
"7689","sea"
"7690","sea"
"7691","sea"
"7692","land"
"7693","land"
"7694","land"
"7695","land"
"7696","land"
"7697","land"
"7698","land"
"7699","land"
"7700","land"
"7701","sea"
"7702","land"
"7703","sea"
"7704","sea"
"7705","sea"
"7706","sea"
"7707","land"
"7708","land"
"7709","land"
"7710","land"
"7711","land"
"7712","land"
"7713","land"
"7714","land"
"7715","land"
"7716","land"
"7717","land"
"7718","land"
"7719","land"
"7720","land"
"7721","land"
"7722","land"
"7723","land"
"7724","land"
"7725","sea"
"7726","sea"
"7727","sea"
"7728","sea"
"7729","sea"
"7730","sea"
"7731","land"
"7732","land"
"7733","sea"
"7734","sea"
"7735","sea"
"7736","sea"
"7737","sea"
"7738","sea"
"7739","sea"
"7740","sea"
"7741","sea"
"7742","sea"
"7743","sea"
"7744","sea"
"7745","sea"
"7746","sea"
"7747","sea"
"7748","sea"
"7749","sea"
"7750","sea"
"7751","sea"
"7752","land"
"7753","land"
"7754","land"
"7755","land"
"7756","land"
"7757","land"
"7758","land"
"7759","land"
"7760","land"
"7761","land"
"7762","land"
"7763","land"
"7764","land"
"7765","land"
"7766","land"
"7767","land"
"7768","land"
"7769","land"
"7770","land"
"7771","land"
"7772","land"
"7773","land"
"7774","land"
"7775","land"
"7776","land"
"7777","land"
"7778","land"
"7779","sea"
"7780","sea"
"7781","sea"
"7782","sea"
"7783","sea"
"7784","sea"
"7785","sea"
"7786","land"
"7787","land"
"7788","land"
"7789","sea"
"7790","sea"
"7791","land"
"7792","sea"
"7793","sea"
"7794","sea"
"7795","sea"
"7796","sea"
"7797","sea"
"7798","land"
"7799","land"
"7800","land"
"7801","land"
"7802","land"
"7803","land"
"7804","sea"
"7805","sea"
"7806","sea"
"7807","sea"
"7808","sea"
"7809","sea"
"7810","sea"
"7811","sea"
"7812","sea"
"7813","land"
"7814","land"
"7815","land"
"7816","land"
"7817","land"
"7818","land"
"7819","land"
"7820","land"
"7821","sea"
"7822","sea"
"7823","sea"
"7824","land"
"7825","sea"
"7826","sea"
"7827","sea"
"7828","sea"
"7829","sea"
"7830","sea"
"7831","sea"
"7832","sea"
"7833","sea"
"7834","sea"
"7835","sea"
"7836","sea"
"7837","sea"
"7838","sea"
"7839","sea"
"7840","sea"
"7841","sea"
"7842","sea"
"7843","sea"
"7844","sea"
"7845","sea"
"7846","sea"
"7847","sea"
"7848","sea"
"7849","sea"
"7850","sea"
"7851","sea"
"7852","sea"
"7853","sea"
"7854","sea"
"7855","sea"
"7856","sea"
"7857","sea"
"7858","sea"
"7859","sea"
"7860","sea"
"7861","sea"
"7862","sea"
"7863","sea"
"7864","sea"
"7865","sea"
"7866","sea"
"7867","sea"
"7868","sea"
"7869","sea"
"7870","sea"
"7871","sea"
"7872","sea"
"7873","sea"
"7874","sea"
"7875","sea"
"7876","sea"
"7877","sea"
"7878","land"
"7879","land"
"7880","land"
"7881","land"
"7882","land"
"7883","land"
"7884","land"
"7885","land"
"7886","land"
"7887","sea"
"7888","sea"
"7889","sea"
"7890","sea"
"7891","sea"
"7892","sea"
"7893","sea"
"7894","sea"
"7895","sea"
"7896","sea"
"7897","sea"
"7898","sea"
"7899","sea"
"7900","sea"
"7901","sea"
"7902","sea"
"7903","sea"
"7904","sea"
"7905","sea"
"7906","sea"
"7907","sea"
"7908","sea"
"7909","sea"
"7910","sea"
"7911","sea"
"7912","sea"
"7913","sea"
"7914","sea"
"7915","sea"
"7916","sea"
"7917","sea"
"7918","sea"
"7919","sea"
"7920","sea"
"7921","sea"
"7922","sea"
"7923","sea"
"7924","sea"
"7925","sea"
"7926","sea"
"7927","sea"
"7928","sea"
"7929","sea"
"7930","sea"
"7931","sea"
"7932","sea"
"7933","sea"
"7934","sea"
"7935","sea"
"7936","sea"
"7937","sea"
"7938","land"
"7939","sea"
"7940","land"
"7941","land"
"7942","land"
"7943","land"
"7944","sea"
"7945","land"
"7946","land"
"7947","land"
"7948","sea"
"7949","land"
"7950","sea"
"7951","land"
"7952","land"
"7953","sea"
"7954","land"
"7955","sea"
"7956","sea"
"7957","sea"
"7958","sea"
"7959","sea"
"7960","sea"
"7961","sea"
"7962","sea"
"7963","sea"
"7964","sea"
"7965","sea"
"7966","sea"
"7967","sea"
"7968","sea"
"7969","sea"
"7970","sea"
"7971","sea"
"7972","sea"
"7973","sea"
"7974","sea"
"7975","sea"
"7976","sea"
"7977","sea"
"7978","sea"
"7979","sea"
"7980","sea"
"7981","sea"
"7982","sea"
"7983","sea"
"7984","sea"
"7985","sea"
"7986","sea"
"7987","sea"
"7988","sea"
"7989","sea"
"7990","sea"
"7991","sea"
"7992","sea"
"7993","sea"
"7994","sea"
"7995","sea"
"7996","sea"
"7997","sea"
"7998","sea"
"7999","sea"
"8000","sea"
"8001","sea"
"8002","sea"
"8003","land"
"8004","sea"
"8005","sea"
"8006","sea"
"8007","sea"
"8008","sea"
"8009","sea"
"8010","sea"
"8011","sea"
"8012","land"
"8013","land"
"8014","land"
"8015","land"
"8016","sea"
"8017","land"
"8018","land"
"8019","land"
"8020","land"
"8021","land"
"8022","land"
"8023","land"
"8024","sea"
"8025","sea"
"8026","sea"
"8027","land"
"8028","land"
"8029","land"
"8030","land"
"8031","land"
"8032","land"
"8033","land"
"8034","land"
"8035","land"
"8036","land"
"8037","land"
"8038","land"
"8039","land"
"8040","land"
"8041","land"
"8042","land"
"8043","land"
"8044","land"
"8045","sea"
"8046","sea"
"8047","sea"
"8048","sea"
"8049","sea"
"8050","sea"
"8051","sea"
"8052","land"
"8053","sea"
"8054","sea"
"8055","sea"
"8056","sea"
"8057","sea"
"8058","sea"
"8059","sea"
"8060","sea"
"8061","sea"
"8062","sea"
"8063","sea"
"8064","sea"
"8065","sea"
"8066","sea"
"8067","sea"
"8068","sea"
"8069","sea"
"8070","sea"
"8071","land"
"8072","land"
"8073","land"
"8074","land"
"8075","land"
"8076","land"
"8077","land"
"8078","land"
"8079","land"
"8080","land"
"8081","land"
"8082","land"
"8083","land"
"8084","land"
"8085","land"
"8086","land"
"8087","land"
"8088","land"
"8089","land"
"8090","land"
"8091","land"
"8092","land"
"8093","land"
"8094","land"
"8095","land"
"8096","land"
"8097","land"
"8098","land"
"8099","land"
"8100","land"
"8101","land"
"8102","land"
"8103","sea"
"8104","sea"
"8105","sea"
"8106","sea"
"8107","land"
"8108","land"
"8109","land"
"8110","sea"
"8111","sea"
"8112","sea"
"8113","sea"
"8114","sea"
"8115","sea"
"8116","sea"
"8117","sea"
"8118","land"
"8119","land"
"8120","land"
"8121","land"
"8122","land"
"8123","land"
"8124","land"
"8125","land"
"8126","land"
"8127","sea"
"8128","sea"
"8129","land"
"8130","sea"
"8131","sea"
"8132","sea"
"8133","sea"
"8134","sea"
"8135","land"
"8136","land"
"8137","land"
"8138","land"
"8139","land"
"8140","land"
"8141","sea"
"8142","sea"
"8143","land"
"8144","land"
"8145","sea"
"8146","sea"
"8147","sea"
"8148","sea"
"8149","sea"
"8150","sea"
"8151","sea"
"8152","sea"
"8153","sea"
"8154","sea"
"8155","sea"
"8156","sea"
"8157","sea"
"8158","sea"
"8159","sea"
"8160","sea"
"8161","sea"
"8162","sea"
"8163","sea"
"8164","sea"
"8165","sea"
"8166","sea"
"8167","sea"
"8168","sea"
"8169","sea"
"8170","sea"
"8171","sea"
"8172","sea"
"8173","sea"
"8174","sea"
"8175","sea"
"8176","sea"
"8177","sea"
"8178","sea"
"8179","sea"
"8180","sea"
"8181","sea"
"8182","sea"
"8183","sea"
"8184","sea"
"8185","sea"
"8186","sea"
"8187","sea"
"8188","sea"
"8189","sea"
"8190","sea"
"8191","sea"
"8192","sea"
"8193","sea"
"8194","sea"
"8195","sea"
"8196","sea"
"8197","sea"
"8198","sea"
"8199","sea"
"8200","land"
"8201","land"
"8202","land"
"8203","land"
"8204","land"
"8205","land"
"8206","land"
"8207","land"
"8208","land"
"8209","sea"
"8210","land"
"8211","sea"
"8212","sea"
"8213","sea"
"8214","land"
"8215","land"
"8216","sea"
"8217","sea"
"8218","sea"
"8219","sea"
"8220","sea"
"8221","sea"
"8222","sea"
"8223","sea"
"8224","sea"
"8225","sea"
"8226","sea"
"8227","sea"
"8228","sea"
"8229","sea"
"8230","sea"
"8231","sea"
"8232","sea"
"8233","sea"
"8234","sea"
"8235","sea"
"8236","sea"
"8237","sea"
"8238","sea"
"8239","sea"
"8240","sea"
"8241","sea"
"8242","sea"
"8243","sea"
"8244","sea"
"8245","sea"
"8246","sea"
"8247","sea"
"8248","sea"
"8249","sea"
"8250","sea"
"8251","sea"
"8252","sea"
"8253","sea"
"8254","sea"
"8255","sea"
"8256","sea"
"8257","sea"
"8258","land"
"8259","sea"
"8260","land"
"8261","sea"
"8262","sea"
"8263","land"
"8264","land"
"8265","land"
"8266","sea"
"8267","sea"
"8268","sea"
"8269","sea"
"8270","sea"
"8271","sea"
"8272","sea"
"8273","land"
"8274","sea"
"8275","land"
"8276","sea"
"8277","sea"
"8278","sea"
"8279","sea"
"8280","sea"
"8281","sea"
"8282","sea"
"8283","sea"
"8284","sea"
"8285","sea"
"8286","sea"
"8287","sea"
"8288","sea"
"8289","sea"
"8290","sea"
"8291","sea"
"8292","sea"
"8293","sea"
"8294","sea"
"8295","sea"
"8296","sea"
"8297","sea"
"8298","sea"
"8299","sea"
"8300","sea"
"8301","sea"
"8302","sea"
"8303","sea"
"8304","sea"
"8305","sea"
"8306","sea"
"8307","sea"
"8308","sea"
"8309","sea"
"8310","sea"
"8311","sea"
"8312","sea"
"8313","sea"
"8314","sea"
"8315","sea"
"8316","sea"
"8317","sea"
"8318","sea"
"8319","sea"
"8320","sea"
"8321","sea"
"8322","sea"
"8323","land"
"8324","sea"
"8325","sea"
"8326","sea"
"8327","sea"
"8328","sea"
"8329","sea"
"8330","sea"
"8331","sea"
"8332","land"
"8333","land"
"8334","land"
"8335","sea"
"8336","sea"
"8337","land"
"8338","land"
"8339","land"
"8340","land"
"8341","land"
"8342","land"
"8343","land"
"8344","sea"
"8345","sea"
"8346","sea"
"8347","sea"
"8348","land"
"8349","land"
"8350","land"
"8351","land"
"8352","land"
"8353","land"
"8354","land"
"8355","land"
"8356","land"
"8357","land"
"8358","land"
"8359","land"
"8360","land"
"8361","land"
"8362","land"
"8363","land"
"8364","land"
"8365","sea"
"8366","sea"
"8367","sea"
"8368","sea"
"8369","sea"
"8370","sea"
"8371","sea"
"8372","sea"
"8373","sea"
"8374","sea"
"8375","sea"
"8376","sea"
"8377","sea"
"8378","sea"
"8379","sea"
"8380","sea"
"8381","sea"
"8382","sea"
"8383","sea"
"8384","sea"
"8385","sea"
"8386","sea"
"8387","sea"
"8388","sea"
"8389","land"
"8390","sea"
"8391","sea"
"8392","land"
"8393","land"
"8394","land"
"8395","land"
"8396","land"
"8397","land"
"8398","land"
"8399","land"
"8400","land"
"8401","land"
"8402","land"
"8403","land"
"8404","land"
"8405","land"
"8406","land"
"8407","land"
"8408","land"
"8409","land"
"8410","land"
"8411","land"
"8412","land"
"8413","land"
"8414","land"
"8415","land"
"8416","land"
"8417","land"
"8418","land"
"8419","land"
"8420","land"
"8421","land"
"8422","land"
"8423","sea"
"8424","sea"
"8425","sea"
"8426","sea"
"8427","land"
"8428","land"
"8429","land"
"8430","land"
"8431","sea"
"8432","sea"
"8433","sea"
"8434","land"
"8435","sea"
"8436","sea"
"8437","sea"
"8438","land"
"8439","land"
"8440","land"
"8441","land"
"8442","land"
"8443","land"
"8444","land"
"8445","land"
"8446","land"
"8447","land"
"8448","land"
"8449","land"
"8450","land"
"8451","sea"
"8452","sea"
"8453","sea"
"8454","sea"
"8455","sea"
"8456","land"
"8457","land"
"8458","land"
"8459","land"
"8460","land"
"8461","sea"
"8462","sea"
"8463","land"
"8464","land"
"8465","sea"
"8466","sea"
"8467","sea"
"8468","sea"
"8469","sea"
"8470","sea"
"8471","sea"
"8472","sea"
"8473","sea"
"8474","sea"
"8475","sea"
"8476","sea"
"8477","sea"
"8478","sea"
"8479","sea"
"8480","sea"
"8481","sea"
"8482","sea"
"8483","sea"
"8484","sea"
"8485","sea"
"8486","sea"
"8487","sea"
"8488","sea"
"8489","sea"
"8490","sea"
"8491","sea"
"8492","sea"
"8493","sea"
"8494","sea"
"8495","sea"
"8496","sea"
"8497","sea"
"8498","sea"
"8499","sea"
"8500","sea"
"8501","sea"
"8502","sea"
"8503","sea"
"8504","sea"
"8505","sea"
"8506","sea"
"8507","sea"
"8508","sea"
"8509","sea"
"8510","sea"
"8511","sea"
"8512","sea"
"8513","sea"
"8514","sea"
"8515","sea"
"8516","sea"
"8517","sea"
"8518","sea"
"8519","sea"
"8520","sea"
"8521","sea"
"8522","land"
"8523","land"
"8524","land"
"8525","land"
"8526","land"
"8527","land"
"8528","land"
"8529","land"
"8530","land"
"8531","land"
"8532","land"
"8533","land"
"8534","land"
"8535","land"
"8536","land"
"8537","land"
"8538","land"
"8539","sea"
"8540","sea"
"8541","sea"
"8542","sea"
"8543","sea"
"8544","sea"
"8545","sea"
"8546","sea"
"8547","sea"
"8548","sea"
"8549","sea"
"8550","sea"
"8551","sea"
"8552","sea"
"8553","sea"
"8554","sea"
"8555","sea"
"8556","sea"
"8557","sea"
"8558","sea"
"8559","sea"
"8560","sea"
"8561","sea"
"8562","sea"
"8563","sea"
"8564","sea"
"8565","sea"
"8566","sea"
"8567","sea"
"8568","sea"
"8569","sea"
"8570","sea"
"8571","sea"
"8572","sea"
"8573","sea"
"8574","sea"
"8575","sea"
"8576","sea"
"8577","sea"
"8578","land"
"8579","sea"
"8580","sea"
"8581","sea"
"8582","sea"
"8583","sea"
"8584","sea"
"8585","sea"
"8586","sea"
"8587","sea"
"8588","sea"
"8589","sea"
"8590","sea"
"8591","sea"
"8592","sea"
"8593","sea"
"8594","sea"
"8595","sea"
"8596","sea"
"8597","sea"
"8598","sea"
"8599","sea"
"8600","sea"
"8601","sea"
"8602","sea"
"8603","sea"
"8604","sea"
"8605","sea"
"8606","sea"
"8607","sea"
"8608","sea"
"8609","sea"
"8610","sea"
"8611","sea"
"8612","sea"
"8613","sea"
"8614","sea"
"8615","sea"
"8616","sea"
"8617","sea"
"8618","sea"
"8619","sea"
"8620","sea"
"8621","sea"
"8622","sea"
"8623","sea"
"8624","sea"
"8625","sea"
"8626","sea"
"8627","sea"
"8628","sea"
"8629","sea"
"8630","sea"
"8631","sea"
"8632","sea"
"8633","sea"
"8634","sea"
"8635","sea"
"8636","sea"
"8637","sea"
"8638","sea"
"8639","sea"
"8640","sea"
"8641","sea"
"8642","sea"
"8643","land"
"8644","sea"
"8645","sea"
"8646","sea"
"8647","sea"
"8648","sea"
"8649","sea"
"8650","sea"
"8651","land"
"8652","land"
"8653","land"
"8654","sea"
"8655","sea"
"8656","sea"
"8657","land"
"8658","land"
"8659","land"
"8660","land"
"8661","land"
"8662","land"
"8663","land"
"8664","land"
"8665","sea"
"8666","sea"
"8667","land"
"8668","sea"
"8669","land"
"8670","land"
"8671","land"
"8672","land"
"8673","land"
"8674","land"
"8675","land"
"8676","land"
"8677","land"
"8678","land"
"8679","land"
"8680","land"
"8681","land"
"8682","land"
"8683","land"
"8684","land"
"8685","sea"
"8686","sea"
"8687","sea"
"8688","sea"
"8689","sea"
"8690","sea"
"8691","sea"
"8692","sea"
"8693","sea"
"8694","sea"
"8695","sea"
"8696","sea"
"8697","sea"
"8698","sea"
"8699","sea"
"8700","sea"
"8701","sea"
"8702","sea"
"8703","sea"
"8704","sea"
"8705","sea"
"8706","sea"
"8707","sea"
"8708","sea"
"8709","sea"
"8710","sea"
"8711","sea"
"8712","sea"
"8713","land"
"8714","land"
"8715","land"
"8716","land"
"8717","land"
"8718","land"
"8719","land"
"8720","land"
"8721","land"
"8722","land"
"8723","land"
"8724","land"
"8725","land"
"8726","land"
"8727","land"
"8728","land"
"8729","land"
"8730","land"
"8731","land"
"8732","land"
"8733","land"
"8734","land"
"8735","land"
"8736","land"
"8737","land"
"8738","land"
"8739","land"
"8740","land"
"8741","land"
"8742","land"
"8743","sea"
"8744","sea"
"8745","sea"
"8746","sea"
"8747","sea"
"8748","land"
"8749","land"
"8750","land"
"8751","sea"
"8752","sea"
"8753","sea"
"8754","sea"
"8755","sea"
"8756","sea"
"8757","sea"
"8758","land"
"8759","land"
"8760","land"
"8761","land"
"8762","land"
"8763","land"
"8764","land"
"8765","land"
"8766","land"
"8767","land"
"8768","land"
"8769","land"
"8770","land"
"8771","sea"
"8772","sea"
"8773","sea"
"8774","sea"
"8775","sea"
"8776","sea"
"8777","land"
"8778","land"
"8779","land"
"8780","land"
"8781","land"
"8782","sea"
"8783","sea"
"8784","sea"
"8785","sea"
"8786","sea"
"8787","sea"
"8788","sea"
"8789","sea"
"8790","sea"
"8791","sea"
"8792","sea"
"8793","sea"
"8794","sea"
"8795","sea"
"8796","sea"
"8797","sea"
"8798","sea"
"8799","sea"
"8800","sea"
"8801","sea"
"8802","sea"
"8803","sea"
"8804","sea"
"8805","sea"
"8806","sea"
"8807","sea"
"8808","sea"
"8809","sea"
"8810","sea"
"8811","sea"
"8812","sea"
"8813","sea"
"8814","sea"
"8815","sea"
"8816","sea"
"8817","sea"
"8818","sea"
"8819","sea"
"8820","sea"
"8821","sea"
"8822","sea"
"8823","sea"
"8824","sea"
"8825","sea"
"8826","sea"
"8827","sea"
"8828","sea"
"8829","sea"
"8830","sea"
"8831","sea"
"8832","sea"
"8833","sea"
"8834","sea"
"8835","sea"
"8836","sea"
"8837","sea"
"8838","sea"
"8839","sea"
"8840","sea"
"8841","sea"
"8842","land"
"8843","land"
"8844","land"
"8845","land"
"8846","land"
"8847","land"
"8848","land"
"8849","land"
"8850","land"
"8851","land"
"8852","land"
"8853","land"
"8854","land"
"8855","land"
"8856","land"
"8857","land"
"8858","land"
"8859","land"
"8860","sea"
"8861","sea"
"8862","sea"
"8863","sea"
"8864","sea"
"8865","sea"
"8866","sea"
"8867","sea"
"8868","sea"
"8869","sea"
"8870","sea"
"8871","sea"
"8872","sea"
"8873","sea"
"8874","sea"
"8875","sea"
"8876","sea"
"8877","sea"
"8878","sea"
"8879","sea"
"8880","sea"
"8881","sea"
"8882","sea"
"8883","sea"
"8884","sea"
"8885","sea"
"8886","sea"
"8887","sea"
"8888","sea"
"8889","sea"
"8890","sea"
"8891","sea"
"8892","sea"
"8893","sea"
"8894","sea"
"8895","sea"
"8896","sea"
"8897","sea"
"8898","land"
"8899","land"
"8900","sea"
"8901","land"
"8902","sea"
"8903","sea"
"8904","sea"
"8905","sea"
"8906","sea"
"8907","sea"
"8908","sea"
"8909","sea"
"8910","sea"
"8911","sea"
"8912","sea"
"8913","sea"
"8914","sea"
"8915","sea"
"8916","sea"
"8917","sea"
"8918","sea"
"8919","sea"
"8920","sea"
"8921","sea"
"8922","sea"
"8923","sea"
"8924","sea"
"8925","sea"
"8926","sea"
"8927","sea"
"8928","sea"
"8929","sea"
"8930","sea"
"8931","sea"
"8932","sea"
"8933","sea"
"8934","sea"
"8935","sea"
"8936","sea"
"8937","sea"
"8938","sea"
"8939","sea"
"8940","sea"
"8941","sea"
"8942","sea"
"8943","sea"
"8944","sea"
"8945","sea"
"8946","sea"
"8947","sea"
"8948","sea"
"8949","sea"
"8950","sea"
"8951","sea"
"8952","sea"
"8953","sea"
"8954","sea"
"8955","sea"
"8956","sea"
"8957","sea"
"8958","sea"
"8959","sea"
"8960","sea"
"8961","sea"
"8962","sea"
"8963","sea"
"8964","sea"
"8965","sea"
"8966","sea"
"8967","sea"
"8968","sea"
"8969","sea"
"8970","sea"
"8971","land"
"8972","land"
"8973","sea"
"8974","land"
"8975","land"
"8976","land"
"8977","land"
"8978","land"
"8979","land"
"8980","land"
"8981","land"
"8982","land"
"8983","land"
"8984","land"
"8985","sea"
"8986","land"
"8987","sea"
"8988","sea"
"8989","sea"
"8990","land"
"8991","land"
"8992","land"
"8993","land"
"8994","land"
"8995","land"
"8996","land"
"8997","land"
"8998","land"
"8999","land"
"9000","land"
"9001","land"
"9002","land"
"9003","land"
"9004","land"
"9005","land"
"9006","sea"
"9007","sea"
"9008","sea"
"9009","sea"
"9010","sea"
"9011","sea"
"9012","sea"
"9013","sea"
"9014","sea"
"9015","sea"
"9016","sea"
"9017","sea"
"9018","sea"
"9019","sea"
"9020","sea"
"9021","sea"
"9022","sea"
"9023","sea"
"9024","sea"
"9025","sea"
"9026","sea"
"9027","sea"
"9028","sea"
"9029","sea"
"9030","sea"
"9031","sea"
"9032","sea"
"9033","land"
"9034","land"
"9035","land"
"9036","land"
"9037","land"
"9038","land"
"9039","land"
"9040","land"
"9041","land"
"9042","land"
"9043","land"
"9044","land"
"9045","land"
"9046","land"
"9047","land"
"9048","land"
"9049","land"
"9050","land"
"9051","land"
"9052","land"
"9053","land"
"9054","land"
"9055","land"
"9056","land"
"9057","land"
"9058","land"
"9059","land"
"9060","sea"
"9061","sea"
"9062","sea"
"9063","sea"
"9064","sea"
"9065","sea"
"9066","sea"
"9067","sea"
"9068","land"
"9069","land"
"9070","land"
"9071","sea"
"9072","land"
"9073","sea"
"9074","sea"
"9075","sea"
"9076","sea"
"9077","sea"
"9078","sea"
"9079","land"
"9080","land"
"9081","land"
"9082","land"
"9083","land"
"9084","land"
"9085","land"
"9086","land"
"9087","land"
"9088","land"
"9089","land"
"9090","land"
"9091","sea"
"9092","sea"
"9093","sea"
"9094","sea"
"9095","sea"
"9096","sea"
"9097","sea"
"9098","sea"
"9099","land"
"9100","land"
"9101","land"
"9102","land"
"9103","land"
"9104","sea"
"9105","sea"
"9106","sea"
"9107","sea"
"9108","sea"
"9109","sea"
"9110","sea"
"9111","sea"
"9112","sea"
"9113","sea"
"9114","sea"
"9115","sea"
"9116","sea"
"9117","sea"
"9118","sea"
"9119","sea"
"9120","sea"
"9121","sea"
"9122","sea"
"9123","sea"
"9124","sea"
"9125","sea"
"9126","sea"
"9127","sea"
"9128","sea"
"9129","sea"
"9130","sea"
"9131","sea"
"9132","sea"
"9133","sea"
"9134","sea"
"9135","sea"
"9136","sea"
"9137","sea"
"9138","sea"
"9139","sea"
"9140","sea"
"9141","sea"
"9142","sea"
"9143","sea"
"9144","sea"
"9145","sea"
"9146","sea"
"9147","sea"
"9148","sea"
"9149","sea"
"9150","sea"
"9151","sea"
"9152","sea"
"9153","sea"
"9154","sea"
"9155","sea"
"9156","sea"
"9157","sea"
"9158","sea"
"9159","sea"
"9160","sea"
"9161","sea"
"9162","sea"
"9163","land"
"9164","land"
"9165","land"
"9166","land"
"9167","land"
"9168","land"
"9169","land"
"9170","land"
"9171","land"
"9172","land"
"9173","land"
"9174","land"
"9175","land"
"9176","land"
"9177","land"
"9178","land"
"9179","land"
"9180","land"
"9181","land"
"9182","land"
"9183","sea"
"9184","sea"
"9185","sea"
"9186","sea"
"9187","sea"
"9188","sea"
"9189","sea"
"9190","sea"
"9191","sea"
"9192","sea"
"9193","sea"
